Fornecedor;Cidade;Codigo;Item;Prod_Novos;Tipo;SubTipo;QtdEntrada;ValorEntrada;ValorEntradaEstoque;ValorLista;NFEntrada;CFOP;DataEntrada;ICMS;IPI;TipoNota
KENNAMETAL;INDAIATUBA;2564137;CCMT060204 PA120;;INSERTO;TORNEAMENTO FLEX;19;7,56;8,01;29,31;26341;5.102*;09/02/2019;;8;0
KENNAMETAL;INDAIATUBA;3954913;XDHT090316 PA120;;INSERTO;FRESAMENTO;50;11,32;11,32;40;26341;5.102*;09/02/2019;;8;0
KENNAMETAL;INDAIATUBA;4041195;XDMT090308-HX PA120;;INSERTO;FRESAMENTO;80;8,3;18;55,44;26341;5.102*;09/02/2019;;8;0
KENNAMETAL;INDAIATUBA;2047508;HN44105522025S ESF 2C 15° HN7151 D=10X10X100X10RT;;FRESA DE TOPO;FRESAMENTO;2;110,82;110,82;339,79;26386;5.102*;09/03/2019;;8;0
BASFIX/ BTFIXO;CAXIAS DO SUL;1918;PINCA DMC08 8,00MM (KOJEX);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;131,72;191,81;590,77;26405;5.102*;09/05/2019;;0;0
KENNAMETAL;INDAIATUBA;4171553;WNMG060408RH WP25CT;;INSERTO;TORNEAMENTO;20;9,3;18,61;68,11;26405;5.102*;09/05/2019;;8;0
KENNAMETAL;INDAIATUBA;4170183;WMTR505M5UPC WU25PT;;INSERTO;TORNEAMENTO;10;28,15;32,82;120,12;26405;5.102*;09/05/2019;;8;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;270820;WTENN 2020 K16 - EXT TNMG1604;;SUPORTE;TORNEAMENTO;1;80;80;240;2641;5.102*;31/08/2020;;0;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;MT1603;MT1603 CALÇO TNMG16;;CALÇO;COMPONENTES;3;5;4;12;2644;5.102*;28/08/2020;;10;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;2047689;MTJNR 2020 K16 - EXT DIR TNMG1604;;SUPORTE;TORNEAMENTO;1;80;110;300;2644;5.102*;28/08/2020;;0;0
KENNAMETAL;INDAIATUBA;5096756;571816016MT RETA 5C VARIMILL D=16X16X64X141XR0.5;;FRESA DE TOPO;FRESAMENTO;1;358,39;442,96;1621,23;26441;5.102*;09/09/2019;;8;0
KENNAMETAL;INDAIATUBA;4171697;WNMG080412MW WK05CT;;INSERTO;TORNEAMENTO;10;18,48;21,95;80,34;26452;5.102*;09/10/2019;;8;0
KENNAMETAL;INDAIATUBA;4169672;WMTC015R12CM08 WU25PT;;INSERTO;TORNEAMENTO;1;25,87;36,52;133,66;26452;5.102*;09/10/2019;;8;0
KENNAMETAL;INDAIATUBA;2607823;TNMG160408-LMI TN8135;;INSERTO;TORNEAMENTO;16;9,2;9,2;33,67;26462;5.102*;09/11/2019;;8;0
KENNAMETAL;INDAIATUBA;3025707;TNMX160404-L PA120;;INSERTO;TORNEAMENTO FLEX;74;9;8,5;36;26462;5.102*;09/11/2019;;8;0
KENNAMETAL;INDAIATUBA;4170522;TNMG160408UR WP25CT;;INSERTO;TORNEAMENTO;20;14,64;17,39;63,65;26462;5.102*;09/11/2019;;8;0
KENNAMETAL;INDAIATUBA;2558739;44315901 PN120 (ROSCA EXTERNA 60º 1,75 A 3,00);;INSERTO;ROSQUEAMENTO;30;11,59;12,5;45,75;26462;5.102*;09/11/2019;;8;0
KENNAMETAL;INDAIATUBA;2563995;CCMT09T308 PA120;;INSERTO;TORNEAMENTO;30;7;7,42;45,75;26462;5.102*;09/11/2019;;8;0
KENNAMETAL;INDAIATUBA;4171697;WNMG080412MW WK05CT;;INSERTO;TORNEAMENTO;20;18,48;21,95;80,34;26467;5.102*;09/11/2019;;8;0
KENNAMETAL;INDAIATUBA;2562365;CCMT09T304 PA120;;INSERTO;TORNEAMENTO FLEX;10;7,56;7,42;45,75;26467;5.102*;09/11/2019;;8;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;20929;MTJNL 2020 K16 - EXT ESQ TNMG1604;;SUPORTE;TORNEAMENTO;1;80;100;300;2648;5.102*;28/08/2020;;0;0
KENNAMETAL;INDAIATUBA;2545217;70N108003RT ESF 2C 30 D=8X8X100X24;;FRESA DE TOPO;FRESAMENTO;2;166,1;190,02;695,47;26490;5.102*;13/09/2019;;8;0
KENNAMETAL;INDAIATUBA;4120195;TPKR1603-PDRMS PA120;;INSERTO;FRESAMENTO FLEX;50;13,23;13,23;48,45;26523;5.102*;17/09/2019;;8;0
KENNAMETAL;INDAIATUBA;6504872;VSM49010KIT8D040Z06XN10 + WS40PM;;SUPORTE;FRESAMENTO;1;813,88;948,98;2846,94;26523;5.102*;17/09/2019;;0;0
KENNAMETAL;INDAIATUBA;6597154;VXF016Z02A16XP07L180;;SUPORTE;FRESAMENTO;2;160;176;644,16;26553;5.102*;19/09/2019;;0;0
KENNAMETAL;INDAIATUBA;6597156;VXF020Z03A20XP07L190;;SUPORTE;FRESAMENTO;1;220;220;885,72;26553;5.102*;19/09/2019;;0;0
KENNAMETAL;INDAIATUBA;6597157;VXF025Z04A25XP07L200;;SUPORTE;FRESAMENTO;1;290;290;1167,54;26553;5.102*;19/09/2019;;0;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;S25SL06;S25S WWLNL 06 - INT ESQ WNMG06;;SUPORTE;TORNEAMENTO;2;130;130;390;2659;5.102*;09/01/2020;;0;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;20938;MWLNL 2020 K06 - EXT ESQ WNMG0604;;SUPORTE;TORNEAMENTO;2;80;100;300;2659;5.102*;09/01/2020;;0;0
KENNAMETAL;INDAIATUBA;3965250;HNPJ090512MM PA120;;INSERTO;FRESAMENTO FLEX;100;14,04;33;99;26600;5.102*;24/09/2019;;8;0
KENNAMETAL;INDAIATUBA;6595770;XPPW070310SRMH WP40PM;;INSERTO;FRESAMENTO;40;16,98;18,67;68,33;26600;5.102*;24/09/2019;;8;0
KENNAMETAL;INDAIATUBA;4041195;XDMT090308-HX PA120;;INSERTO;FRESAMENTO;181;8,3;18;55,44;26625;5.102*;26/09/2019;;8;0
KENNAMETAL;INDAIATUBA;2018246;3ERAG60 TN6025;;INSERTO;ROSQUEAMENTO;1;25,29;29,49;107,93;26654;5.102*;10/01/2019;;8;0
KENNAMETAL;INDAIATUBA;4171127;WNMG080408UR WP15CT;;INSERTO;TORNEAMENTO;20;9,7;21,95;80,34;26654;5.102*;10/01/2019;;8;0
BASFIX/ BTFIXO;CAXIAS DO SUL;910;PORCA ER-25 T2;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;20,12;31,79;97,91;26654;5.102*;10/01/2019;;0;0
KENNAMETAL;INDAIATUBA;6597154;VXF016Z02A16XP07L180;;SUPORTE;FRESAMENTO;1;160;176;644,16;26665;5.102*;10/01/2019;;0;0
KENNAMETAL;INDAIATUBA;6597157;VXF025Z04A25XP07L200;;SUPORTE;FRESAMENTO;1;290;290;1167,54;26665;5.102*;10/01/2019;;0;0
KENNAMETAL;INDAIATUBA;3959627;RDPX0702M0SNMH TN2505;;INSERTO;FRESAMENTO;20;11,11;12,96;47,43;26668;5.102*;10/01/2019;;8;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;S16QL11;S16Q SDUCL 11 - INT ESQ DCMT11;;SUPORTE;TORNEAMENTO;1;75;75;225;2667;5.102*;09/01/2020;;0;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;TM-2B-R1.5S;ESFERICA 2C 55HRC D=3X4X50X6;;PARTES E ACESSORIOS PARA PORTA FERRAMENTAS;FRESAMENTO;2;23,65;23,65;70,95;2667;5.102*;09/01/2020;;0;0
GCTOOLS;INDAIATUBA;6143;SUPORTE HNMU09 D=80 Z6 L50 FC27 45° (M1200);;SUPORTE;TORNEAMENTO;3;480;485;1455;26712;5.102*;10/02/2019;;0;0
GMF;DIADEMA;5102 - 502032;ALARGADOR 10,00MM MANUAL DIN 206B H7;;ALARGADOR;COMPONENTES;1;50,58;84,73;260,96;26712;5.102*;10/02/2019;;8;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;APGT1135-AL;APGT1135PDFR-G2 WSK10;;INSERTO;TORNEAMENTO;30;15;15;45;2672;5.102*;09/02/2020;;8;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;BAP300D32;BAP300RD32Z04H25L150 APMT1135;;SUPORTE;FRESAMENTO;1;150;220;660;2672;5.102*;09/02/2020;;0;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;SPMG07;SPMG07T308-DG WS5231;;PARTES E ACESSORIOS PARA PORTA FERRAMENTAS;TORNEAMENTO;10;20;25,2;77,61;2672;5.102*;09/02/2020;;0;0
KENNAMETAL;INDAIATUBA;3577936;BDMT11T308ER-ML TN6405 R0,8;;INSERTO;FRESAMENTO;5;20,83;22,91;83,85;26726;5.102*;10/02/2019;;8;0
KENNAMETAL;INDAIATUBA;2018262;2IRA60 TN6025;;INSERTO;ROSQUEAMENTO;5;26,32;28,96;105,99;26732;5.102*;10/03/2019;;8;0
KENNAMETAL;INDAIATUBA;2558739;44315901 PN120 (ROSCA EXTERNA 60º 1,75 A 3,00);;INSERTO;ROSQUEAMENTO;55;11,59;12,5;45,75;26732;5.102*;10/03/2019;;8;0
KENNAMETAL;INDAIATUBA;2558654;44315912 PN120 (ROSCA INTERNA 60º  ATÉ 3,00);;INSERTO;ROSQUEAMENTO;43;10,42;11,93;43,66;26732;5.102*;10/03/2019;;8;0
KENNAMETAL;INDAIATUBA;4176758;WDGN3102C TN6025;;INSERTO;TORNEAMENTO;100;17,82;19,61;71,77;26732;5.102*;10/03/2019;;8;0
KENNAMETAL;INDAIATUBA;5826105;40040500T020.. RETA 4C 30° D=5X5X63X20;;FRESA DE TOPO;MOLDES E MATRIZES;2;37,77;41,54;152,04;26769;5.102*;10/07/2019;;8;0
BASFIX/ BTFIXO;CAXIAS DO SUL;00173C;PORTA PINCA BT 40 X ER-40 (L1=70,00MM) - 12.000RPM;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;6;89,9;126,4;389,31;26769;5.102*;10/07/2019;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;1163;PINO FIXACAO BT 40 - 45G - SEM REFRIGERACAO INTERNA;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;6;14,17;18,45;56,82;26769;5.102*;10/07/2019;;0;0
KENNAMETAL;INDAIATUBA;2564426;CCMT060208-R PA120;;INSERTO;TORNEAMENTO;80;7;7,42;25,62;26770;5.102*;10/08/2019;;8;0
KENNAMETAL;INDAIATUBA;2563995;CCMT09T308 PA120;;INSERTO;TORNEAMENTO;50;7;7,42;45,75;26770;5.102*;10/08/2019;;8;0
KENNAMETAL;INDAIATUBA;2562365;CCMT09T304 PA120;;INSERTO;TORNEAMENTO FLEX;18;13,25;7,42;45,75;26770;5.102*;10/08/2019;;8;0
KENNAMETAL;INDAIATUBA;3965250;HNPJ090512MM PA120;;INSERTO;FRESAMENTO FLEX;40;14,04;33;99;26770;5.102*;10/08/2019;;8;0
GMF;DIADEMA;1501.1 111032;FRESA 10,00 MM 4C HSS DIN 844 LONGA;;FRESA DE TOPO;FRESAMENTO;2;30,67;66,92;206,11;26787;5.102*;10/09/2019;;8;0
KENNAMETAL;INDAIATUBA;3955101;GT305081 GM6515 MACHO M6X1 HSS-E-PM;;MACHO;ROSQUEAMENTO;1;70,26;81,15;297,01;26787;5.102*;10/09/2019;;8;0
KENNAMETAL;INDAIATUBA;4166284;VNMG1604042P TN15M;;INSERTO;TORNEAMENTO;10;19,42;19,42;71,08;26802;5.102*;10/10/2019;;8;0
BASFIX/ BTFIXO;CAXIAS DO SUL;2788;MORSA PRECISAO ABERT. 200MM/410MM (HVV-6);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;2607,7;4333,6;13347,48;26817;5.102*;10/11/2019;;0;0
KENNAMETAL;INDAIATUBA;4166454;CNMG190616-7N TN20P;;INSERTO;TORNEAMENTO;10;35,33;38,86;142,23;26817;5.102*;10/11/2019;;8;0
BASFIX/ BTFIXO;CAXIAS DO SUL;2417;MORSA HIDRAULICA FIXA ABERT. 300MM (4500KG)-S/B;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;1590;2369;7296,52;26833;5.102*;15/10/2019;;0;0
KENNAMETAL;INDAIATUBA;2564137;CCMT060204 PA120;;INSERTO;TORNEAMENTO FLEX;30;7,56;8,01;29,31;26833;5.102*;15/10/2019;;8;0
BASFIX/ BTFIXO;CAXIAS DO SUL;4501;JOGO PINCA ER-40 (24 PINCAS - 3 A 26MM) (CAIXA PLASTICO);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;523,95;818,15;2519,9;26833;5.102*;15/10/2019;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;926;PINCA DMC06 6,00MM (KOJEX);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;2;117,43;128,11;396,21;26833;5.102*;15/10/2019;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;2632;SUPORTE PARA TROCA DE FERRAMENTAS BT40;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;119,9;163,14;502,47;26833;5.102*;15/10/2019;;0;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;SPMG11;SPMG110408-DG WS5231;;PARTES E ACESSORIOS PARA PORTA FERRAMENTAS;TORNEAMENTO;10;22;22;66;2686;5.102*;09/03/2020;;0;0
GCTOOLS;INDAIATUBA;8145;VSM490D016Z02A15XN10L150;;SUPORTE;FRESAMENTO;30;125;158;474;26861;5.102*;01/08/2018;;0;0
GCTOOLS;INDAIATUBA;8738;VSM490D020Z03A20XN10L150;;SUPORTE;FRESAMENTO;30;145;181;557,48;26861;5.102*;01/08/2018;;0;0
GCTOOLS;INDAIATUBA;VSM490D25XN10;VSM490D025Z03A24XN10L150;;SUPORTE;FRESAMENTO;30;180;187;561;26861;5.102*;01/08/2018;;0;0
GCTOOLS;INDAIATUBA;4056187;M370D032Z04M16WO08 D=32 Z=4 M16 WOEJ0804 ROSCADO;;SUPORTE;FRESAMENTO;13;230;769,88;2309,64;26861;5.102*;01/08/2018;;0;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;680D25150;M680D025Z03H24L150 XDMT0903;;SUPORTE;FRESAMENTO;30;105;120;360;26861;5.102*;01/08/2018;;0;0
KENNAMETAL;INDAIATUBA;6153212;M1200D063Z06HN07 D=63 Z=6 M1200 MINI;;SUPORTE;FRESAMENTO;1;250;300;924;26864;5.102*;16/10/2019;;0;0
KENNAMETAL;INDAIATUBA;5880399;40110600T028 ESF 2C 30° D=6X6X76X28;;FRESA DE TOPO;FRESAMENTO;1;56,7;62,37;228,27;26879;5.102*;17/10/2019;;8;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;19588;S12M SCLCR 06 - INT DIR CCMT0602;;SUPORTE;TORNEAMENTO;2;70;100;300;26879;5.102*;17/10/2019;;0;0
KENNAMETAL;INDAIATUBA;2629866;VNMG12T304-I TN8135;;INSERTO;TORNEAMENTO FLEX;10;20,77;18,19;71,9;26879;5.102*;17/10/2019;;8;0
KENNAMETAL;INDAIATUBA;2557571;TPKN2204-PDR PA120;;INSERTO;FRESAMENTO FLEX;30;13,85;13,85;50,69;26885;5.102*;18/10/2019;;8;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;123658;S20R STFCR 11 - INT DIR TCMT1102;;SUPORTE;TORNEAMENTO;1;80;100;300;269;5.102*;23/05/2019;;0;0
GMF;DIADEMA;8744;MACHO TB MQ BSP 275/2 G 06.35-1/4 - 19;;MACHO;ROSQUEAMENTO;1;76,33;76,33;235,11;269034;5.102*;27/07/2020;;8;0
BASFIX/ BTFIXO;CAXIAS DO SUL;2417;MORSA HIDRAULICA FIXA ABERT. 300MM (4500KG)-S/B;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;1590;2369;7296,52;26907;5.102*;22/10/2019;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;00173C;PORTA PINCA BT 40 X ER-40 (L1=70,00MM) - 12.000RPM;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;6;89,9;126,4;389,31;26907;5.102*;22/10/2019;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;1163;PINO FIXACAO BT 40 - 45G - SEM REFRIGERACAO INTERNA;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;4;14,17;18,45;56,82;26907;5.102*;22/10/2019;;0;0
KENNAMETAL;INDAIATUBA;680020150;M6800D020Z03H19L150 BDMT11T3;;SUPORTE;FRESAMENTO;10;120;150;450;26921;5.102*;15/01/2018;;0;0
GCTOOLS;INDAIATUBA;3247;M6800D012Z02H12L120 BDMT0703;;SUPORTE;FRESAMENTO;10;85;120;360;26921;5.102*;15/01/2018;;0;0
KENNAMETAL;INDAIATUBA;680016150;M6800D016Z02H15L150 BDMT11T3;;SUPORTE;FRESAMENTO;10;90;126;378;26921;5.102*;15/01/2018;;0;0
KENNAMETAL;INDAIATUBA;663;M6800D025Z03H24L150 BDMT11T3;;SUPORTE;FRESAMENTO;10;120;229;687;26921;5.102*;15/01/2018;;0;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;680D16150;M680D016Z02H15L150 XDMT0903;;SUPORTE;FRESAMENTO;30;80;85;255;26921;5.102*;15/01/2018;;0;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;680D20150;M680D020Z03H19L150 XDMT0903;;SUPORTE;FRESAMENTO;30;105;95;285;26921;5.102*;15/01/2018;;0;0
GCTOOLS;INDAIATUBA;680D12120;M680D012Z01H11L120 XDMT0903;;SUPORTE;FRESAMENTO;30;75;75;225;26921;5.102*;15/01/2018;;0;0
KENNAMETAL;INDAIATUBA;3965250;HNPJ090512MM PA120;;INSERTO;FRESAMENTO FLEX;100;14,04;33;99;26949;5.102*;25/10/2019;;8;0
GMF;DIADEMA;83215;MACHO M2,5 X 0,45MM*REF:168;;MACHO;ROSQUEAMENTO;6;58,11;58,11;178,97;2696;5.102*;09/04/2018;;8;0
KENNAMETAL;INDAIATUBA;6172450;VTSFT-TC6512 WU41EG M5X0,8 DIN 376 6H C FURO CEGO;;MACHO;FURAÇÃO;1;47,43;63;230,58;27023;5.102*;31/10/2019;;8;0
KENNAMETAL;INDAIATUBA;3954913;XDHT090316 PA120;;INSERTO;FRESAMENTO;80;11,32;11,32;40;27023;5.102*;31/10/2019;;8;0
KENNAMETAL;INDAIATUBA;2020763;RDMT1204M0TX TN7525;;INSERTO;TORNEAMENTO;10;20,3;22,33;81,73;27037;5.102*;11/01/2019;;8;0
KENNAMETAL;INDAIATUBA;3606383;HNGJ0905ANFNLDJ THM-U;;INSERTO;FRESAMENTO;10;33,46;36,8;134,69;27137;5.102*;11/12/2019;;8;0
KENNAMETAL;INDAIATUBA;4120180;TNMX160404-R PA120;;INSERTO;TORNEAMENTO FLEX;50;9;8,5;36;27137;5.102*;11/12/2019;;8;0
KENNAMETAL;INDAIATUBA;4120195;TPKR1603-PDRMS PA120;;INSERTO;FRESAMENTO FLEX;30;13,23;13,23;48,45;27137;5.102*;11/12/2019;;8;0
KENNAMETAL;INDAIATUBA;4120195;TPKR1603-PDRMS PA120;;INSERTO;FRESAMENTO FLEX;30;13,23;13,23;48,45;27164;5.102*;03/09/2020;;8;0
KENNAMETAL;INDAIATUBA;3954332;HNGJ0704ANFNLDJ THM-U;;INSERTO;FRESAMENTO;20;28,46;35,17;128,72;2719;5.102*;29/11/2017;;8;0
KENNAMETAL;INDAIATUBA;2564137;CCMT060204 PA120;;INSERTO;TORNEAMENTO FLEX;40;8,01;8,01;29,31;27218;5.102*;22/11/2019;;8;0
KENNAMETAL;INDAIATUBA;3865253;TPKN1603-PDR PA120;;INSERTO;FRESAMENTO FLEX;30;8,35;8,85;32;27218;5.102*;22/11/2019;;8;0
KENNAMETAL;INDAIATUBA;4152642;GT025005 WP31MG MACHO M8X1.25 (6H) 3F DIN 371;;MACHO;ROSQUEAMENTO;1;97,38;112,48;411,68;27220;5.102*;22/11/2019;;8;0
KENNAMETAL;INDAIATUBA;5981191;VSM11D025Z03H24L150 XDPT1104;;SUPORTE;FRESAMENTO;1;156;156;505,44;27245;5.102*;26/11/2019;;0;0
KENNAMETAL;INDAIATUBA;4041195;XDMT090308-HX PA120;;INSERTO;FRESAMENTO;120;8,3;18;55,44;27253;5.102*;27/11/2019;;8;0
KENNAMETAL;INDAIATUBA;4041195;XDMT090308-HX PA120;;INSERTO;FRESAMENTO;20;8,3;18;55,44;27266;5.102*;27/11/2019;;8;0
KENNAMETAL;INDAIATUBA;4142828;VDS402A19000 WU25PD D=19 5XD COM REFRI;;BROCA;FURAÇÃO;1;570,4;570,4;2087,66;27280;5.102*;12/02/2019;;8;0
KENNAMETAL;INDAIATUBA;4041195;XDMT090308-HX PA120;;INSERTO;FRESAMENTO;20;8,3;18;55,44;27280;5.102*;12/02/2019;;8;0
KENNAMETAL;INDAIATUBA;2562365;CCMT09T304 PA120;;INSERTO;TORNEAMENTO FLEX;20;7,56;7,42;45,75;27298;5.102*;12/02/2019;;8;0
KENNAMETAL;INDAIATUBA;6153212;M1200D063Z06HN07 D=63 Z=6 M1200 MINI;;SUPORTE;FRESAMENTO;1;250;300;924;27375;5.102*;12/09/2019;;0;0
KENNAMETAL;INDAIATUBA;5880403;40210800T040 ESF 2C 30° D=8X8X100X40;;FRESA DE TOPO;FRESAMENTO;1;71,8;78,99;289,1;27424;5.102*;12/12/2019;;8;0
HEINZ TOOLS;DIADEMA;1431;FRESA RETA 55HRC 4C D=6X6X150X50;;FRESA DE TOPO;FRESAMENTO;3;82;82;321,86;27424;5.102*;12/12/2019;;8;0
KENNAMETAL;INDAIATUBA;4120195;TPKR1603-PDRMS PA120;;INSERTO;FRESAMENTO FLEX;20;13,23;13,23;48,45;27445;5.102*;17/12/2019;;8;0
KENNAMETAL;INDAIATUBA;3332;TPGH110302L OP1205H;;INSERTO;TORNEAMENTO;5;20,4;20,4;62,83;27474;5.102*;17/12/2019;;8;0
KENNAMETAL;INDAIATUBA;3339395;SDMT1204PDRMH PA120;;INSERTO;FRESAMENTO FLEX;42;10,33;13,01;50;27474;5.102*;17/12/2019;;8;0
BASFIX/ BTFIXO;CAXIAS DO SUL;40ER160;40ER160M ER D=16;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;26,63;33,69;103,76;27474;5.102*;17/12/2019;;0;0
KENNAMETAL;INDAIATUBA;4041195;XDMT090308-HX PA120;;INSERTO;FRESAMENTO;60;8,3;18;55,44;27487;5.102*;19/12/2019;;8;0
KENNAMETAL;INDAIATUBA;3954913;XDHT090316 PA120;;INSERTO;FRESAMENTO;80;11,32;11,32;40;27495;5.102*;19/12/2019;;8;0
KENNAMETAL;INDAIATUBA;3965250;HNPJ090512MM PA120;;INSERTO;FRESAMENTO FLEX;50;13,85;33;99;27507;5.102*;19/12/2019;;8;0
BASFIX/ BTFIXO;CAXIAS DO SUL;5710;MORSA HIDRAULICA FIXA ABERT. 300MM (4500KG)-S/B: (H-150);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;2;1669;2668,4;8218,67;27522;5.102*;19/12/2019;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;3404;PORTA PINCA AUTO APERTO BT 40 X C-20 (L1= 75,00MM);;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;1;641,21;872,41;2687,02;27553;5.102*;01/07/2020;;0;0
GMF;DIADEMA;1860;"MACHO BSW 1/2"" MAQUINA REF:295/2 - CEGO OSG";;MACHO;ROSQUEAMENTO;1;90,18;121,65;374,68;27566;5.102*;01/07/2020;;8;0
KENNAMETAL;INDAIATUBA;4041195;XDMT090308-HX PA120;;INSERTO;FRESAMENTO;100;8,3;18;55,44;27574;5.102*;01/09/2020;;8;0
KENNAMETAL;INDAIATUBA;6153212;M1200D063Z06HN07 D=63 Z=6 M1200 MINI;;SUPORTE;FRESAMENTO;1;300;300;924;27587;5.102*;01/10/2020;;0;0
KENNAMETAL;INDAIATUBA;1860133;715108003RT ESF 2C 15° D=8X8X63X8;;FRESA DE TOPO;MOLDES E MATRIZES;1;114,26;125,69;460,03;27587;5.102*;01/10/2020;;8;0
KENNAMETAL;INDAIATUBA;6196890;APMT1135PDR PA120;;INSERTO;FRESAMENTO FLEX;30;8,97;9,22;38;27588;5.102*;01/10/2020;;8;0
KENNAMETAL;INDAIATUBA;6196991;APMT1604PDR PA120;;INSERTO;TORNEAMENTO;30;10,74;10,74;39,3;27588;5.102*;01/10/2020;;8;0
KENNAMETAL;INDAIATUBA;2269443;TPKR2204-PDRMS PA120;;INSERTO;FRESAMENTO FLEX;20;15,79;14,05;57,79;27588;5.102*;01/10/2020;;8;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;T60000;CHAVE TORX 6;;CHAVE;COMPONENTES;5;3,8;3,8;11,4;2764;5.102*;15/09/2020;;8;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;WCMX0503;WCMX050308-FN HS5231;;PARTES E ACESSORIOS PARA PORTA FERRAMENTAS;TORNEAMENTO;10;15;15;45;2764;5.102*;15/09/2020;;0;0
SUPORTES BRASIL;SÃO CAETANO DO SUL;2047689;MTJNR 2020 K16 - EXT DIR TNMG1604;;SUPORTE;TORNEAMENTO;1;80;110;300;2764;5.102*;15/09/2020;;0;0
GCTOOLS;INDAIATUBA;190620;SUPORTE CNHT0703 D=20 Z3 H19 L150 - 93°;;SUPORTE;TORNEAMENTO;1;178;178;534;2765;5.102*;03/03/2021;;0;0
KENNAMETAL;INDAIATUBA;3332;TPGH110302L OP1205H;;INSERTO;TORNEAMENTO;10;20,4;20,4;62,83;27653;5.102*;16/01/2020;;8;0
KENNAMETAL;INDAIATUBA;4120180;TNMX160404-R PA120;;INSERTO;TORNEAMENTO FLEX;40;9;8,5;36;27687;5.102*;21/01/2020;;8;0
KENNAMETAL;INDAIATUBA;5880425;40010100T004..ESF 2C 30° D=1X3X38X4;;FRESA DE TOPO;FRESAMENTO;3;31,76;34,93;127,84;27694;5.102*;22/01/2020;;8;0
KENNAMETAL;INDAIATUBA;4172698;WNMG080408FF WM25CT;;INSERTO;TORNEAMENTO;20;19,96;21,95;80,34;27698;5.102*;22/01/2020;;8;0
BASFIX/ BTFIXO;CAXIAS DO SUL;00173C;PORTA PINCA BT 40 X ER-40 (L1=70,00MM) - 12.000RPM;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;2;89,9;126,4;389,31;27729;5.102*;27/01/2020;;0;0
BASFIX/ BTFIXO;CAXIAS DO SUL;1163;PINO FIXACAO BT 40 - 45G - SEM REFRIGERACAO INTERNA;;PARTES E ACESSORIOS PARA MAQUINAS;FIXAÇÃO;3;14,17;18,45;56,82;27729;5.102*;27/01/2020;;0;0
KENNAMETAL;INDAIATUBA;3955105;GT305085 GM6515 MACHO M14X2 HSS-E-PM;;MACHO;ROSQUEAMENTO;1;180,53;198,59;726,84;27742;5.102*;24/01/2020;;8;0
KENNAMETAL;INDAIATUBA;2029478;12148000600 W CHAVE TORX T15;;CHAVE;COMPONENTES;1;16,55;18,21;66,65;27779;5.102*;30/01/2020;;8;0
KENNAMETAL;INDAIATUBA;2029484;12148005900 W CHAVE TORX T6;;CHAVE;COMPONENTES;2;13,91;15,31;56,03;27779;5.102*;30/01/2020;;8;0
KENNAMETAL;INDAIATUBA;5538612;TCF100408EPV36 WU40PH;;INSERTO;FURAÇÃO;5;27,9;30,69;112,33;27802;5.102*;31/01/2020;;8;0
